path,tracked/untracked,code/evidence/candidate/temp/cache/config,required for reproducibility?,contains secrets?,should commit?,target logical commit,reason
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/recorder_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/back_right_camera/00116229.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/front_right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rgb/right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/rig_validation.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_back_right_camera/00116229.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_front_right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_left_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_left_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_left_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_right_camera/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_right_camera/00116227.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/semseg_raw/semseg_right_camera/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/sensor_transforms.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/thesis_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording/tick_watchdog.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/recording_summary.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/rig_verification.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/scene_readiness_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/screenshot_result.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/screenshots/00116226.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/screenshots/00116228.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/screenshots/camera_front.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/screenshots/lidar_bev.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/spawn_sanity_objects_stderr.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/spawn_sanity_objects_stdout.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/generated_smoke_semseg_verify/write_integrity_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/_normalized_input.xodr,untracked,candidate,yes,no,yes,D2,repaired candidate and map verification reports
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/carla_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/pair_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/perception_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/qa_spawn_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/real_u_proxy_metrics.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/record_route_stderr.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/record_route_stdout.txt,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recorder_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recording/capture_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recording/recorder_manifest.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recording/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recording/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/recording_summary.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/run_info.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/scene_readiness_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/sensor_rig_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/final_runs/scenario_b_audit/evidence/strict_evidence/write_integrity_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/scenario_b/orchestration_rq_plumbing_verify_20260309/evidence_summary.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/scenario_b/orchestration_rq_plumbing_verify_20260309/unified_rq_report.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
carla_governed/artifacts/scenario_b/vision_gap_rq_plumbing_verify/out/vision_domain_gap_summary.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
check_raw_run1.py,untracked,code,no,no,no,N/A,local utility/diagnostic script
create_a1_registries.py,untracked,code,no,no,no,N/A,local utility/diagnostic script
create_reconciliation_reports.py,untracked,code,no,no,no,N/A,local utility/diagnostic script
examine_bad_roads.py,untracked,code,no,no,no,N/A,local utility/diagnostic script
external/blender-driving-scenario-creator/,untracked,temp,no,no,no,N/A,local/unclassified temp file
external/esmini/,untracked,temp,no,no,no,N/A,local/unclassified temp file
generate_audit.py,untracked,code,no,no,no,N/A,local utility/diagnostic script
nul,untracked,temp,no,no,no,N/A,local/unclassified temp file
phase_l_validation.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/__init__.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/actor_binding.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/audit.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/certifier_decision.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/certifier_validation.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/common.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/governed_payload.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/label_ontology.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/manifests.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/protocols.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/provenance.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/resource_profiles.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/semantic_evidence.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/semantic_policy.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/server_attestation.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/spawn_nav_gate.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
phase_q/watchdog.py,untracked,code,yes,no,yes,D3,Phase L/N/Q validation logic
reports/C01_carla_runtime_audit.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/C01_carla_runtime_audit.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/R01_final_integration_gate.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL01_hook_verification.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL01_hook_verification.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL02_lock_verification.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL02_lock_verification.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL03_contract_verification.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL03_contract_verification.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL04_map_identity.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL04_map_identity.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL05_calibration.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL05_calibration.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL06_artifact_transactions.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL06_artifact_transactions.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL07_test_execution.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL07_test_execution.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL08_final_verdict.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/claude_independent_governance_review/CL08_final_verdict.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_00_identity.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_00_identity.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_01_governance.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_01_governance.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_02_map_registry.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_02_map_registry.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_03_calibration.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_03_calibration.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_04_elevation_guard.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_04_elevation_guard.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_05_artifacts.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_05_artifacts.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_06_failure_injection.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_06_failure_injection.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_07_tests.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_07_tests.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_08_final_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/codex55_safety/C55_08_final_status.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS01_worktrees.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS02_hooks.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS03_locks.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS04_contracts.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS05_xodr_paths.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS06_map_families.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS07_donor_implementations.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/deepseek_governance_inventory/DS08_summary.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV01_git_and_ancestry.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV01_git_and_ancestry.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV02_safety_layer.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV02_safety_layer.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV03_bundle_alignment.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV03_bundle_alignment.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV04_handoff.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/delta_base_verification/DV04_handoff.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/opencode_batch_20260802/14B_CLOSURE_EVIDENCE.zip,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T135530Z/02_VISUAL_ASSET_TRANSFORM_CHAIN.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T135530Z/02_VISUAL_ASSET_TRANSFORM_CHAIN.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.glb,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.glb.provenance.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.obj,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.obj.mtl,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.obj.mtl.provenance.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.obj.provenance.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/ingolstadt_cooked_perception_v1_b9e07465_window_osm.png,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/osm2world.properties,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/osm2world_status.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T185347Z/artifacts/window_osm.osm,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T203529Z/L1_carla_preflight.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T203529Z/L2_map_identity.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T203529Z/L3_parser_logs.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T203529Z/L4_alignment.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T203529Z/L5_visual_regression.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L1_carla_preflight.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L2_map_identity.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L3_parser_logs.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L4_alignment.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L5_visual_regression.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L6_waypoint_topology.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204003Z/L7_drivability.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L10_performance.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L11_old_vs_new.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L12_protected_hashes.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L13_outputs.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L1_carla_preflight.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L2_map_identity.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L3_parser_logs.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L4_alignment.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L5_visual_regression.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L6_waypoint_topology.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L7_drivability.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L8_signal_validation.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/L9_sensor_validation.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/PHASE_L_RUNTIME_VALIDATION.json,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
reports/post_audit_hardening/20260804T204419Z/PHASE_L_RUNTIME_VALIDATION.md,untracked,evidence,yes,no,yes,D5,verification and independent governance audit evidence
