osm_id,classification,c2b_disposition,alignment,length_m,road_id,lane_id,aligned_run_m,mean_eff_dist_m,proof
264743654,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,240.33,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265010495,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,501.09,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265010496,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,105.9,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265010497,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,174.89,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265010498,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,106.78,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265425367,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,178.12,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
265425368,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,53.7,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
266452747,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,18.52,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
270562482,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,10.96,53375,-2,8.0,2.045,"runs inside existing sidewalk lane 53375/-2 (s=0.0 m, w=2.8 m) for 8.0 m; lane already present - nothing new authored (no duplication)"
272255531,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,8.99,69545,-2,12.0,2.44,"runs inside existing sidewalk lane 69545/-2 (s=0.0 m, w=2.8 m) for 12.0 m; lane already present - nothing new authored (no duplication)"
272255532,SIDEWALK,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 44597/-2 aligned 4.0 m,13.47,44597,-2,4.0,2.973,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
272255533,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,37.59,49236,-2,40.0,2.82,"runs inside existing sidewalk lane 49236/-2 (s=0.0 m, w=2.8 m) for 40.0 m; lane already present - nothing new authored (no duplication)"
272255534,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,114.72,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
273123314,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,7.39,57312,-2,4.0,1.93,"runs inside existing sidewalk lane 57312/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
273123320,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,62.68,42252,-2,20.0,2.328,"runs inside existing sidewalk lane 42252/-2 (s=0.0 m, w=2.8 m) for 20.0 m; lane already present - nothing new authored (no duplication)"
273123321,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,132.14,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
273530326,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,2.35,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
273530329,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,2.96,49411,-2,2.0,3.577,"runs inside existing sidewalk lane 49411/-2 (s=0.0 m, w=2.8 m) for 2.0 m; lane already present - nothing new authored (no duplication)"
282532459,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,123.41,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
282532461,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,248.5,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
283067363,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,24.37,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
283067365,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,14.41,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285306193,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 40671/-2 aligned 10.0 m,34.04,40671,-2,10.0,2.648,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285306194,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45725/-2 aligned 8.0 m,22.42,45725,-2,8.0,2.259,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285548166,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.81,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285548167,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,20.95,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285548168,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,7.9,42911,-2,4.0,1.809,"runs inside existing sidewalk lane 42911/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
285548169,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,13.77,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285548170,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,131.22,44015,-2,134.0,1.169,"runs inside existing sidewalk lane 44015/-2 (s=0.0 m, w=2.8 m) for 134.0 m; lane already present - nothing new authored (no duplication)"
285548172,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,64.26,43033,-2,42.0,2.116,"runs inside existing sidewalk lane 43033/-2 (s=0.0 m, w=2.8 m) for 42.0 m; lane already present - nothing new authored (no duplication)"
285548173,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42911/-2 aligned 6.0 m,65.03,42911,-2,6.0,3.181,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285711276,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 49233/-2 aligned 4.0 m,50.19,49233,-2,4.0,3.844,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
285711277,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,163.0,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287071512,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,25.36,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287071514,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.61,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287071516,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,34.46,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287385925,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 54299/-2 aligned 10.0 m,72.12,54299,-2,10.0,2.67,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287385927,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41208/-2 aligned 12.0 m,112.54,41208,-2,12.0,2.529,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
287856743,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 66301/-2 aligned 10.0 m,118.4,66301,-2,10.0,3.885,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196182,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45910/-2 aligned 2.0 m,57.27,45910,-2,2.0,5.025,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196191,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,12.66,45910,-2,10.0,2.637,"runs inside existing sidewalk lane 45910/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
289196193,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45910/-2 aligned 8.0 m,18.61,45910,-2,8.0,2.243,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196207,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41076/-2 aligned 14.0 m,58.15,41076,-2,14.0,2.256,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196210,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,17.9,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196212,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,77.25,45910,-2,22.0,2.648,"runs inside existing sidewalk lane 45910/-2 (s=0.0 m, w=2.8 m) for 22.0 m; lane already present - nothing new authored (no duplication)"
289196214,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,7.86,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289196216,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,131.13,43583,-2,30.0,2.641,"runs inside existing sidewalk lane 43583/-2 (s=0.0 m, w=2.8 m) for 30.0 m; lane already present - nothing new authored (no duplication)"
289218238,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,97.66,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289801492,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42698/-3 aligned 10.0 m,103.45,42698,-3,10.0,2.81,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
289879698,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 50077/-2 aligned 12.0 m,63.0,50077,-2,12.0,2.529,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
291228650,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 48287/-2 aligned 8.0 m,74.03,48287,-2,8.0,2.278,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
291228651,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,61.32,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
293162263,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,33.27,42740,-2,34.0,2.498,"runs inside existing sidewalk lane 42740/-2 (s=0.0 m, w=2.8 m) for 34.0 m; lane already present - nothing new authored (no duplication)"
293162563,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,137.71,40303,-2,120.0,2.171,"runs inside existing sidewalk lane 40303/-2 (s=0.0 m, w=2.8 m) for 120.0 m; lane already present - nothing new authored (no duplication)"
294213272,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,39.33,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
294213273,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,49.53,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
294213274,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,41.59,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
294213276,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 45355/-2 aligned 8.0 m,76.18,45355,-2,8.0,2.379,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
295203197,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,44.12,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
299653054,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,68.39,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
300750368,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,10.66,57042,-2,8.0,2.491,"runs inside existing sidewalk lane 57042/-2 (s=0.0 m, w=2.8 m) for 8.0 m; lane already present - nothing new authored (no duplication)"
300798737,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,825.03,45592,-2,372.0,0.74,"runs inside existing sidewalk lane 45592/-2 (s=0.0 m, w=2.8 m) for 372.0 m; lane already present - nothing new authored (no duplication)"
300798738,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,133.19,71182,-2,144.0,0.588,"runs inside existing sidewalk lane 71182/-2 (s=0.0 m, w=2.8 m) for 144.0 m; lane already present - nothing new authored (no duplication)"
300798739,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,62.93,42189,-2,42.0,0.802,"runs inside existing sidewalk lane 42189/-2 (s=0.0 m, w=2.8 m) for 42.0 m; lane already present - nothing new authored (no duplication)"
300798740,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,179.97,48721,-2,160.0,2.019,"runs inside existing sidewalk lane 48721/-2 (s=0.0 m, w=2.8 m) for 160.0 m; lane already present - nothing new authored (no duplication)"
300798741,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 56164/-2 aligned 8.0 m,126.62,56164,-2,8.0,2.831,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
301066468,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,238.36,47705,-2,242.0,1.107,"runs inside existing sidewalk lane 47705/-2 (s=0.0 m, w=2.8 m) for 242.0 m; lane already present - nothing new authored (no duplication)"
301066469,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,310.43,43628,-2,312.0,2.795,"runs inside existing sidewalk lane 43628/-2 (s=0.0 m, w=2.8 m) for 312.0 m; lane already present - nothing new authored (no duplication)"
301419241,SIDEWALK,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,234.87,44446,-4,76.0,3.298,"runs inside existing sidewalk lane 44446/-4 (s=0.0 m, w=2.8 m) for 76.0 m; lane already present - nothing new authored (no duplication)"
301419242,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,70.24,49100,-4,74.0,1.527,"runs inside existing sidewalk lane 49100/-4 (s=0.0 m, w=2.8 m) for 74.0 m; lane already present - nothing new authored (no duplication)"
301755259,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 42917/-2 aligned 8.0 m,19.41,42917,-2,8.0,2.28,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302670075,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,29.88,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302670076,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,158.24,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302670077,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,36.42,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302670078,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,48.52,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879118,PATH,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,125.12,46349,-2,126.0,0.777,"runs inside existing sidewalk lane 46349/-2 (s=0.0 m, w=2.8 m) for 126.0 m; lane already present - nothing new authored (no duplication)"
302879119,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,150.0,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879120,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41501/-3 aligned 10.0 m,135.59,41501,-3,10.0,2.878,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879121,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,8.76,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879122,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.45,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879123,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.11,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879125,PATH,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,10.36,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879126,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,36.57,67784,-2,10.0,3.322,"runs inside existing sidewalk lane 67784/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
302879127,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,14.54,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879128,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,8.49,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879129,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,10.13,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879130,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.16,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879131,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,2.67,48603,-2,4.0,4.802,"runs inside existing sidewalk lane 48603/-2 (s=0.0 m, w=2.8 m) for 4.0 m; lane already present - nothing new authored (no duplication)"
302879132,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.26,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879133,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.75,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879134,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.44,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879135,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.9,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879137,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.58,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879138,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.17,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879139,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.91,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879140,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.31,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879141,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,3.38,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879142,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,4.47,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879143,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,9.27,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879144,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,6.35,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879145,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 41503/-2 aligned 8.0 m,18.34,41503,-2,8.0,2.22,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879146,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,6.26,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879148,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,5.71,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879150,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,8.5,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879151,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,6.0,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879152,FOOTWAY,ROAD_ADJACENT_SIDEWALK_MATCHED,MATCHED,19.74,48603,-2,10.0,2.631,"runs inside existing sidewalk lane 48603/-2 (s=0.0 m, w=2.8 m) for 10.0 m; lane already present - nothing new authored (no duplication)"
302879153,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,6.07,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879154,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,35.84,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879155,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 46349/-2 aligned 14.0 m,59.33,46349,-2,14.0,2.525,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879157,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,20.11,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879158,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,40.98,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879159,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,68.42,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879160,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,54.87,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879161,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,43.86,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879164,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,nearest lane 63236/-2 aligned 12.0 m,91.54,63236,-2,12.0,2.756,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879165,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,148.5,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
302879167,FOOTWAY,STANDALONE_PACKAGE_MESH_NAVMESH,no sidewalk lane within containment,171.31,,,0.0,0.0,no existing sidewalk lane contains this way for the required run; requires PACKAGE_MESH + NAVMESH at packaging (offline-deferred)
